City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,itoman,26.1247,127.6694,306.36,66,40,5.66,JP,1693453731
286,wenchang,30.904,118.4887,298.9,72,100,3.95,CN,1693453731
287,mountain home,43.133,-115.6912,292.86,32,0,3.6,US,1693453692
288,lorengau,-2.0226,147.2712,300.9,83,66,4.66,PG,1693453731
289,paracuru,-3.41,-39.0306,300.43,80,26,5.59,BR,1693453732
290,calca,-13.3333,-71.95,282.79,75,36,1.18,PE,1693453732
291,hawaiian paradise park,19.5933,-154.9731,298.88,89,100,1.54,US,1693453732
292,oltinko'l,40.8011,72.1634,299.71,34,78,2.08,UZ,1693453732
293,santa ana de yacuma,-13.75,-65.4333,302.8,40,18,2.85,BO,1693453733
294,kailua-kona,19.6406,-155.9956,302.19,77,75,2.57,US,1693453733
295,guerrero negro,27.9769,-114.0611,296.99,72,100,4.17,MX,1693453733
296,borodulikha,50.7184,80.9295,296.61,37,89,7.69,KZ,1693453733
297,klyuchi,52.2667,79.1667,293.67,39,100,4.4,RU,1693453734
298,hwange,-18.3693,26.5019,286.27,56,0,1.05,ZW,1693453734
299,south hedland,-20.4089,118.5983,308.11,8,7,7.2,AU,1693453734
300,el granada,37.5027,-122.4694,299.0,80,20,7.72,US,1693453734
301,minas de marcona,-15.2119,-75.1103,286.0,87,63,3.82,PE,1693453735
302,daru,-9.0763,143.2092,299.01,63,23,4.86,PG,1693453735
303,katutura,-22.521,17.0557,289.21,43,0,1.54,NA,1693453735
304,rosetta,31.4044,30.4164,299.32,79,0,3.77,EG,1693453735
305,kantagi,43.5264,68.5775,289.21,45,0,3.76,KZ,1693453736
306,bridgewater,44.3835,-64.5155,293.21,96,100,4.63,CA,1693453656
307,pekalongan,-6.8886,109.6753,304.27,56,30,2.94,ID,1693453736
308,rio guayabal de yateras,20.3667,-75.0167,296.95,91,100,1.0,CU,1693453737
309,hirtshals,57.5881,9.9592,286.88,85,39,4.19,DK,1693453737
310,crane,31.3974,-102.3501,302.37,28,0,0.52,US,1693453738
311,dzuunharaa,48.8523,106.4579,294.87,54,19,1.97,MN,1693453738
312,port alfred,-33.5906,26.891,295.72,31,0,6.62,ZA,1693453738
313,bengkulu,-3.8004,102.2655,301.24,70,100,4.27,ID,1693453738
314,aras-asan,8.8908,126.3033,304.31,63,38,2.26,PH,1693453739
315,guane,22.2025,-84.0875,300.14,90,37,2.79,CU,1693453739
316,alice springs,-23.7,133.8833,293.9,30,0,3.6,AU,1693453739
317,san andres,12.5847,-81.7006,303.16,79,20,3.6,CO,1693453624
318,rabo de peixe,37.8,-25.5833,294.88,83,20,1.54,PT,1693453740
319,balzar,-1.3667,-79.9,298.07,79,94,1.92,EC,1693453740
320,quevedo,-1.0333,-79.45,297.72,89,62,1.77,EC,1693453740
321,bathurst,-33.4166,149.5806,289.8,54,16,1.79,AU,1693453740
322,ust'-barguzin,53.45,108.9833,295.09,46,97,0.46,RU,1693453740
323,mkuranga,-7.118,39.2078,294.68,91,63,1.97,TZ,1693453741
324,greymouth,-42.4667,171.2,284.12,70,39,0.72,NZ,1693453741
325,callao,-12.0667,-77.15,292.99,82,100,6.69,PE,1693453741
326,langxiang,46.95,128.8833,291.59,69,91,3.6,CN,1693453742
327,san patricio,28.017,-97.5169,304.01,48,53,4.08,US,1693453742
328,mount pearl,47.5166,-52.7813,295.34,95,100,8.75,CA,1693453742
329,la plata,-34.9215,-57.9545,287.49,82,100,2.29,AR,1693453574
330,mhamid,29.82,-5.72,301.7,17,0,6.01,MA,1693453743
331,mingyue,43.1069,128.9217,297.45,49,62,1.64,CN,1693453744
332,hasaki,35.7333,140.8333,309.43,73,83,6.43,JP,1693453744
333,bikenibeu village,1.3673,173.1241,305.13,70,40,1.03,KI,1693453744
334,vila franca do campo,37.7167,-25.4333,295.38,79,40,0.61,PT,1693453744
335,meihekou,42.5272,125.6753,295.91,64,0,4.27,CN,1693453745
336,rikaze,29.25,88.8833,292.13,41,5,0.79,CN,1693453745
337,kapuskasing,49.4169,-82.4331,288.2,82,40,3.6,CA,1693453621
338,debre werk',10.6667,38.1667,284.78,84,31,1.42,ET,1693453746
339,portland,45.5234,-122.6762,296.12,68,75,2.24,US,1693453746
340,taroa,8.7058,171.2275,301.56,78,96,5.24,MH,1693453747
341,upper grand lagoon,30.1633,-85.7408,300.38,92,0,2.06,US,1693453747
342,nantucket,41.2835,-70.0995,294.21,96,0,3.09,US,1693453578
343,nuuk,64.1835,-51.7216,278.08,86,100,7.15,GL,1693453480
344,vorotynsk,54.4283,36.0465,287.55,83,6,2.8,RU,1693453747
345,livadiya,42.8692,132.6764,295.32,85,100,1.61,RU,1693453748
346,santa maria,-29.6842,-53.8069,284.76,94,0,1.03,BR,1693453527
347,tateyama,34.9833,139.8667,301.27,75,100,5.46,JP,1693453748
348,vologda,59.2187,39.8886,286.19,76,69,2.46,RU,1693453749
349,jumla,29.2747,82.1838,295.86,63,0,2.15,NP,1693453749
350,tshabong,-26.05,22.45,285.04,47,5,5.81,BW,1693453749
351,iskateley,67.6803,53.1512,283.96,73,43,2.25,RU,1693453749
352,perros-guirec,48.8145,-3.4396,289.54,95,100,0.45,FR,1693453750
353,celestun,20.8667,-90.4,301.1,81,25,1.68,MX,1693453750
354,harar,9.3094,42.1258,287.69,85,57,2.07,ET,1693453751
355,thoothukudi,8.8054,78.1453,302.31,70,20,2.57,IN,1693453751
356,saint-philippe,-21.3585,55.7679,290.99,69,63,4.09,RE,1693453474
357,ugoofaaru,5.6667,73.0,299.87,82,100,7.84,MV,1693453751
358,nagato,34.3833,131.2,299.83,82,75,11.6,JP,1693453752
359,buka,40.8108,69.1986,296.0,51,57,2.14,UZ,1693453752
360,weno,7.4515,151.8468,305.12,79,100,3.6,FM,1693453752
361,namibe,-15.1961,12.1522,291.24,92,49,2.28,AO,1693453752
362,gashua,12.871,11.0482,298.3,72,100,3.44,NG,1693453752
363,queenstown,-31.8976,26.8753,285.23,35,0,3.02,ZA,1693453748
364,chaoyang,41.5703,120.4586,293.05,70,98,3.22,CN,1693453753
365,leninskoye,41.7589,69.3864,293.33,61,25,2.63,KZ,1693453753
366,touba,8.2833,-7.6833,293.55,98,99,1.0,CI,1693453753
367,nadi,-17.8,177.4167,300.15,61,75,5.66,FJ,1693453753
368,boituva,-23.2833,-47.6722,287.58,83,0,2.42,BR,1693453754
369,betio village,1.358,172.9211,305.17,75,9,4.71,KI,1693453754
370,saint-pierre,-21.3393,55.4781,292.91,69,39,4.93,RE,1693453754
371,arvayheer,46.2639,102.775,291.09,51,100,3.53,MN,1693453754
372,medeiros neto,-17.3739,-40.2206,296.44,85,91,0.21,BR,1693453755
373,caleta de carquin,-11.0925,-77.6267,292.16,84,49,4.94,PE,1693453755
374,birjand,32.8663,59.2211,297.41,17,40,3.09,IR,1693453755
375,gaspe,48.8334,-64.4819,289.1,94,100,5.66,CA,1693453756
376,westport,41.1415,-73.3579,295.27,74,0,4.12,US,1693453756
377,ambon,-3.6954,128.1814,299.75,95,75,3.6,ID,1693453757
378,griffith,41.5284,-87.4237,290.31,74,0,2.57,US,1693453623
379,volcan,8.7667,-82.6333,291.21,92,89,1.41,PA,1693453757
380,lata,40.1629,-8.3327,289.3,94,85,1.22,PT,1693453757
381,forbes,-33.3833,148.0167,291.44,41,4,5.56,AU,1693453758
382,polyarnyy,69.1989,33.4478,284.7,84,53,0.87,RU,1693453758
383,tanah merah,5.8,102.15,304.05,51,72,0.64,MY,1693453758
384,berezovyy,51.6667,135.7,290.46,68,100,0.63,RU,1693453758
385,skeldon,5.8833,-57.1333,298.38,91,0,1.69,GY,1693453759
386,aykhal,66.0,111.5,277.05,95,100,5.94,RU,1693453759
387,den burg,53.0542,4.7972,288.14,74,75,3.09,NL,1693453759
388,laojunmiao,39.8333,97.7333,296.44,24,86,3.82,CN,1693453760
389,okahao,-17.885,15.0667,289.59,25,0,2.1,NA,1693453761
390,senanga,-16.1167,23.2667,283.71,54,0,2.64,ZM,1693453761
391,kenora,49.8167,-94.4337,291.69,68,20,3.09,CA,1693453762
392,sao jose da coroa grande,-8.8978,-35.1478,297.19,86,21,2.63,BR,1693453762
393,fort st. john,56.2499,-120.8529,291.09,63,100,4.63,CA,1693453706
394,gurupi,-11.7292,-49.0686,299.43,62,47,0.52,BR,1693453763
395,bulayevo,54.9056,70.4439,286.28,62,100,6.27,KZ,1693453763
396,isangel,-19.55,169.2667,297.14,97,100,5.38,VU,1693453763
397,la ronge,55.1001,-105.2842,295.29,53,40,3.6,CA,1693453764
398,walvis bay,-22.9575,14.5053,285.98,100,7,0.51,NA,1693453764
399,diekholzen,52.0962,9.9195,285.5,96,51,3.4,DE,1693453764
400,banda aceh,5.5577,95.3222,303.71,60,100,6.05,ID,1693453765
401,qaqortoq,60.7167,-46.0333,278.1,94,100,3.41,GL,1693453765
402,st. john's,47.5649,-52.7093,295.81,95,100,8.75,CA,1693453755
403,kovdor,67.5662,30.4758,284.87,92,100,1.79,RU,1693453765
404,colonia,50.9333,6.95,285.86,86,75,2.57,DE,1693453766
405,kununurra,-15.7667,128.7333,307.14,12,9,5.14,AU,1693453766
406,ghanzi,-21.5667,21.7833,285.02,41,1,3.72,BW,1693453766
407,santaluz,-11.2558,-39.3747,293.01,90,0,2.93,BR,1693453741
408,gasa,31.5,34.4667,298.45,75,0,1.31,PS,1693453766
409,ar ruways,24.1103,52.7306,307.1,56,5,3.66,AE,1693453767
410,castillos,-34.1667,-53.8333,284.06,85,18,2.74,UY,1693453767
411,tocopilla,-22.092,-70.1979,291.12,72,7,2.37,CL,1693453568
412,hafar al-batin,28.4328,45.9708,301.47,28,0,2.06,SA,1693453768
413,tara,56.8944,74.371,291.18,67,61,2.55,RU,1693453694
414,rio gallegos,-51.6226,-69.2181,276.18,70,0,8.75,AR,1693453768
415,kupang,-10.1667,123.5833,306.47,27,20,8.75,ID,1693453769
416,coronel dorrego,-38.7187,-61.2873,282.08,37,16,6.52,AR,1693453769
417,hadibu,12.65,54.0333,299.82,78,30,8.11,YE,1693453769
418,naval,11.5606,124.3975,303.23,70,90,4.84,PH,1693453770
419,tsetserleg,47.475,101.4542,291.18,63,100,2.15,MN,1693453770
420,illizi,26.4833,8.4667,304.04,28,1,1.21,DZ,1693453770
421,chibougamau,49.9168,-74.3659,280.94,76,0,3.6,CA,1693453770
422,sitka,57.0531,-135.33,289.09,82,100,3.09,US,1693453771
423,kenai,60.5544,-151.2583,287.2,86,100,5.14,US,1693453771
424,saudarkrokur,65.7461,-19.6394,282.26,81,99,0.93,IS,1693453771
425,muroto-misakicho,33.2833,134.15,300.51,80,100,4.37,JP,1693453771
426,luderitz,-26.6481,15.1594,286.03,91,32,5.72,NA,1693453772
427,al wafrah,28.6392,47.9306,305.85,21,0,3.29,KW,1693453772
428,solleftea,63.1667,17.2667,286.07,92,100,1.85,SE,1693453772
429,egilsstadir,65.2653,-14.3948,281.1,93,100,1.03,IS,1693453773
430,ujae,8.9322,165.7642,301.92,79,81,6.5,MH,1693453773
431,bandar abbas,27.1865,56.2808,305.14,74,75,3.09,IR,1693453773
432,balqash,46.8481,74.995,290.48,63,0,10.0,KZ,1693453773
433,obihiro,42.9172,143.2044,294.82,93,98,1.39,JP,1693453774
434,robit,12.0167,39.6333,294.55,65,100,1.89,ET,1693453774
435,naryn,41.4287,75.9911,291.14,31,86,2.99,KG,1693453774
436,pedregal,8.3667,-82.4333,300.2,100,40,0.0,PA,1693453610
437,noumea,-22.2763,166.4572,302.14,99,100,4.52,NC,1693453496
438,mossel bay,-34.1831,22.146,288.11,92,58,5.82,ZA,1693453775
439,afua,-0.1567,-50.3867,297.25,89,0,2.17,BR,1693453775
440,chegdomyn,51.1167,133.0167,287.72,91,100,0.83,RU,1693453775
441,horodenka,48.6727,25.5016,287.53,88,4,2.22,UA,1693453776
442,carnarvon,-24.8667,113.6333,298.67,53,0,4.68,AU,1693453776
443,timaru,-44.4,171.25,286.52,47,1,1.79,NZ,1693453776
444,humaita,-7.5061,-63.0208,300.83,52,30,0.96,BR,1693453777
445,vila do maio,15.1333,-23.2167,299.59,84,100,9.43,CV,1693453777
446,matabhanga,26.3333,89.2167,305.61,60,0,1.7,IN,1693453777
447,maumere,-8.6199,122.2111,300.9,52,58,1.64,ID,1693453777
448,phan rang-thap cham,11.5667,108.9833,307.86,48,100,3.8,VN,1693453778
449,itupiranga,-5.1347,-49.3267,299.33,64,16,0.72,BR,1693453778
450,katsuren-haebaru,26.3369,127.8719,306.36,66,75,6.17,JP,1693453779
451,darwin,-12.4611,130.8418,303.65,51,20,3.6,AU,1693453779
452,gadebusch,53.7,11.1167,286.42,79,100,4.33,DE,1693453779
453,vegreville,53.5001,-112.0518,295.32,56,100,2.06,CA,1693453779
454,kolyvan',55.3053,82.7391,293.94,59,96,4.87,RU,1693453780
455,wahpeton,46.2652,-96.6059,295.55,73,40,6.69,US,1693453780
456,tawau,4.2498,117.8871,305.22,66,57,3.58,MY,1693453780
457,san lawrenz,36.0553,14.204,297.51,86,96,3.48,MT,1693453780
458,argo,37.6333,22.7333,297.47,75,92,2.39,GR,1693453781
459,saint-malo,48.5,-1.8333,287.12,86,98,3.6,FR,1693453781
460,thunder bay,48.4001,-89.3168,288.14,94,0,2.06,CA,1693453781
461,biloela,-24.4167,150.5,300.76,23,0,3.03,AU,1693453781
462,tofol,5.3248,163.0078,304.03,79,75,1.54,FM,1693453782
463,nguruka,-5.1092,31.0419,291.41,47,1,2.16,TZ,1693453782
464,ceeldheer,3.8488,47.1806,297.75,78,93,6.91,SO,1693453782
465,santana,-0.0583,-51.1817,301.25,83,20,2.57,BR,1693453782
466,inarajan village,13.2736,144.7484,303.23,89,100,7.98,GU,1693453783
467,puerto santa,-8.9906,-78.6456,292.83,85,76,5.78,PE,1693453783
468,forster,-32.1667,152.5167,293.92,62,50,5.84,AU,1693453783
469,mount gambier,-37.8333,140.7667,285.75,76,99,4.43,AU,1693453783
470,camp verde,34.5636,-111.8543,306.39,27,41,1.65,US,1693453783
471,santander,43.4647,-3.8044,291.18,84,0,4.12,ES,1693453784
472,sitangkai,4.6628,119.3928,301.74,77,32,6.19,PH,1693453785
473,dadukou,26.5479,101.7054,295.79,76,95,1.61,CN,1693453785
474,am timan,11.0297,20.2827,294.48,90,100,2.24,TD,1693453786
475,ola,59.5833,151.2833,294.34,90,96,5.84,RU,1693453786
476,taltal,-25.4,-70.4833,289.15,74,0,1.0,CL,1693453569
477,paradip garh,20.3167,86.6167,304.89,59,90,1.67,IN,1693453786
478,tomatlan,19.9333,-105.25,298.47,93,100,1.41,MX,1693453787
479,bandarbeyla,9.4942,50.8122,300.78,59,38,10.85,SO,1693453787
480,pathein,16.7833,94.7333,303.65,68,55,3.03,MM,1693453787
481,massawa,15.6097,39.45,306.41,55,70,2.78,ER,1693453788
482,nicoya,10.1483,-85.452,299.14,89,96,0.39,CR,1693453788
483,mgandu,-5.95,34.1333,287.88,70,0,3.33,TZ,1693453788
484,popondetta,-8.7537,148.2534,302.7,50,82,3.93,PG,1693453788
485,brisas de zicatela,15.8369,-97.0419,299.71,84,41,1.64,MX,1693453788
486,yigo village,13.5361,144.8886,302.31,82,75,4.63,GU,1693453789
487,byndoor,13.8667,74.6333,302.11,71,34,0.67,IN,1693453789
488,prachuap khiri khan,12.2167,99.75,304.1,51,100,4.63,TH,1693453789
489,krupina,48.3554,19.0647,285.6,96,76,1.28,SK,1693453789
490,sharlyk,52.9167,54.75,286.63,53,12,8.41,RU,1693453790
491,kencong,-8.2833,113.3667,301.86,59,28,4.19,ID,1693453790
492,jamaame,0.0697,42.745,297.76,81,36,4.25,SO,1693453790
493,george town,5.4112,100.3354,304.79,85,40,1.54,MY,1693453659
494,twon-brass,4.3151,6.2418,298.5,85,100,4.27,NG,1693453790
495,chamical,-30.36,-66.314,291.03,37,8,5.74,AR,1693453790
496,torghay,49.6339,63.4981,287.29,60,65,4.9,KZ,1693453791
497,alesund,62.4723,6.1549,286.35,93,75,2.57,NO,1693453791
498,makubetsu,45.3714,141.8211,302.99,66,75,8.23,JP,1693453791
499,padang,-0.9492,100.3543,302.18,84,100,3.73,ID,1693453792
500,otake,34.2,132.2167,299.84,78,75,4.12,JP,1693453792
501,kybartai,54.6386,22.7632,289.1,98,100,2.38,LT,1693453792
502,san antonio oeste,-40.7319,-64.9477,282.66,41,1,6.35,AR,1693453792
503,sierra grande,-41.606,-65.3557,280.3,37,8,6.0,AR,1693453793
504,al kharijah,25.4514,30.5464,301.07,22,0,4.29,EG,1693453793
505,tazacorte,28.629,-17.9293,296.69,79,100,4.63,ES,1693453793
506,kolondieba,11.0882,-6.8926,295.15,97,100,3.03,ML,1693453793
507,vohibinany,-17.35,49.0333,290.52,95,80,1.0,MG,1693453794
508,tolanaro,-25.0319,46.9987,291.19,88,40,4.12,MG,1693453794
509,cabo san lucas,22.8909,-109.9124,303.57,76,11,0.75,MX,1693453794
510,belyy yar,53.6039,91.3903,293.09,83,0,2.0,RU,1693453794
511,georgetown,5.4112,100.3354,304.79,85,40,1.54,MY,1693453495
512,planeta rica,8.4147,-75.5883,298.67,95,89,2.5,CO,1693453795
513,bechar,31.6167,-2.2167,300.33,17,0,3.09,DZ,1693453795
514,ha'il,27.5219,41.6907,300.16,32,0,1.03,SA,1693453795
515,bytow,54.1706,17.4919,286.04,96,97,1.76,PL,1693453795
516,blue springs,39.0169,-94.2816,296.68,72,0,2.24,US,1693453796
517,plettenberg bay,-34.0527,23.3716,289.46,67,61,3.05,ZA,1693453796
518,kavieng,-2.5744,150.7967,300.8,77,99,7.21,PG,1693453797
519,forfar,56.6431,-2.8903,283.01,90,20,0.81,GB,1693453797
520,mwinilunga,-11.7358,24.4293,286.47,41,0,2.94,ZM,1693453797
521,zhongxing,33.7039,118.6792,300.42,52,0,2.4,CN,1693453798
522,berdigestyakh,62.0989,126.6992,298.48,37,99,4.11,RU,1693453798
523,winterset,41.3308,-94.0138,293.37,54,0,3.68,US,1693453798
524,lompoc,34.6391,-120.4579,297.6,89,0,1.54,US,1693453788
525,mumbwa,-14.9783,27.0619,284.55,54,0,1.88,ZM,1693453798
526,la palma,33.8464,-118.0467,302.57,83,0,2.57,US,1693453798
527,abashiri,44.0213,144.2697,304.31,58,75,9.77,JP,1693453799
528,mariakani,-3.8633,39.4736,293.57,96,38,1.9,KE,1693453799
529,vilyuysk,63.7553,121.6247,293.12,57,100,4.39,RU,1693453799
530,puerto maldonado,-12.6,-69.1833,300.87,52,90,1.13,PE,1693453555
531,abbadia san salvatore,42.8821,11.6695,286.11,88,2,1.1,IT,1693453800
532,rawlins,41.7911,-107.2387,295.09,16,0,5.14,US,1693453800
533,kisangani,0.5167,25.2,294.37,92,99,1.27,CD,1693453801
534,howell,42.6073,-83.9294,285.92,94,0,0.0,US,1693453802
535,mikuni,36.2171,136.1519,309.1,59,100,5.65,JP,1693453809
536,vovchans'k,50.3003,36.9467,288.82,33,0,2.41,UA,1693453811
537,qiancheng,27.185,109.7654,301.55,52,1,3.15,CN,1693453811
538,spring creek,40.7266,-115.5859,292.76,23,0,0.83,US,1693453811
539,toliara,-23.35,43.6667,292.48,56,0,3.79,MG,1693453811
540,steamboat springs,40.485,-106.8317,295.92,36,75,4.12,US,1693453591
541,lesnoy,57.6198,63.0784,283.75,94,100,3.95,RU,1693453812
542,nadym,65.5333,72.5167,286.76,56,98,7.21,RU,1693453813
543,barranca,-10.75,-77.7667,292.02,82,86,4.11,PE,1693453814
544,terenozek,45.05,64.9833,293.67,37,51,6.85,KZ,1693453814
545,quellon,-43.1167,-73.6167,279.29,93,100,2.57,CL,1693453573
546,tucuma,-0.1833,-50.05,298.15,84,0,2.48,BR,1693453815
547,mahina,-17.5065,-149.489,299.02,65,75,6.17,PF,1693453816
548,connell,46.6635,-118.8611,294.13,59,27,0.45,US,1693453816
549,silver city,32.7701,-108.2803,295.72,68,0,3.13,US,1693453550
550,takelsa,36.7833,10.6333,296.56,87,32,1.66,TN,1693453817
551,havre,49.5833,0.3333,288.02,77,75,5.14,FR,1693453818
552,wamba,8.9333,8.6,294.84,98,100,0.85,NG,1693453818
553,jodiya bandar,22.7167,70.2833,301.33,66,6,3.67,IN,1693453818
554,grand falls-windsor,48.9332,-55.6649,293.43,95,100,1.79,CA,1693453818
555,antigonish,45.6169,-61.9986,295.38,98,100,2.68,CA,1693453819
556,cabedelo,-6.9811,-34.8339,297.52,85,36,5.04,BR,1693453819
557,rouissat,31.9243,5.3502,300.19,54,20,2.06,DZ,1693453819
558,kendari,-3.945,122.4989,303.09,49,43,2.96,ID,1693453819
559,nema,57.5067,50.5011,284.75,66,4,4.86,RU,1693453820
560,jutai,-5.1833,-68.9,298.88,72,41,1.14,BR,1693453820
561,lavelanet,42.9313,1.8466,287.39,92,85,1.52,FR,1693453820
562,magadi,12.9667,77.2333,299.24,59,23,3.12,IN,1693453820
563,abalak,58.1286,68.5944,286.22,80,17,3.13,RU,1693453820
564,moose jaw,50.4001,-105.5344,291.29,55,63,2.57,CA,1693453821
565,naze,28.3667,129.4833,301.66,88,48,8.65,JP,1693453821
566,oromocto,45.8351,-66.4792,291.88,95,40,2.57,CA,1693453822
567,isla mujeres,21.2311,-86.731,298.24,87,23,3.69,MX,1693453822
568,tadine,-21.55,167.8833,296.12,95,96,4.2,NC,1693453822
569,mar del plata,-38.0023,-57.5575,283.08,75,0,2.57,AR,1693453822
